frequency,id,observation_end,observation_start,seasonal_adjustment,title,units,county_id
Monthly,AVELISPRIYY4007,2020-03-01,2017-07-01,Not Seasonally Adjusted,Housing Inventory: Average Listing Price Year-Over-Year,Percent,27433
Monthly,AZGILA7LFN,2020-02-01,1990-01-01,Not Seasonally Adjusted,Civilian Labor Force,Persons,27433
Annual,AZGILA7POP,2019-01-01,1970-01-01,Not Seasonally Adjusted,Resident Population,Thousands of Persons,27433
Monthly,AZGILA7URN,2020-02-01,1990-01-01,Not Seasonally Adjusted,Unemployment Rate,Percent,27433
Annual,B01002001E004007,2018-01-01,2009-01-01,Not Seasonally Adjusted,"Estimate, Median Age by Sex, Total Population (5-year estimate)",Years of Age,27433
Annual,B03002001E004007,2018-01-01,2009-01-01,Not Seasonally Adjusted,"Population Estimate, Total (5-year estimate)",Persons,27433
Annual,B03002002E004007,2018-01-01,2009-01-01,Not Seasonally Adjusted,"Population Estimate, Total, Not Hispanic or Latino (5-year estimate)",Persons,27433
Annual,B03002003E004007,2018-01-01,2009-01-01,Not Seasonally Adjusted,"Population Estimate, Total, Not Hispanic or Latino, White Alone (5-year estimate)",Persons,27433
Annual,B03002004E004007,2018-01-01,2009-01-01,Not Seasonally Adjusted,"Population Estimate, Total, Not Hispanic or Latino, Black or African American Alone (5-year estimate)",Persons,27433
Annual,B03002005E004007,2018-01-01,2009-01-01,Not Seasonally Adjusted,"Population Estimate, Total, Not Hispanic or Latino, American Indian and Alaska Native Alone (5-year estimate)",Persons,27433
Annual,B03002006E004007,2018-01-01,2009-01-01,Not Seasonally Adjusted,"Population Estimate, Total, Not Hispanic or Latino, Asian Alone (5-year estimate)",Persons,27433
Annual,B03002007E004007,2018-01-01,2009-01-01,Not Seasonally Adjusted,"Population Estimate, Total, Not Hispanic or Latino, Native Hawaiian and Other Pacific Islander Alone (5-year estimate)",Persons,27433
Annual,B03002008E004007,2018-01-01,2009-01-01,Not Seasonally Adjusted,"Population Estimate, Total, Not Hispanic or Latino, Some Other Race Alone (5-year estimate)",Persons,27433
Annual,B03002009E004007,2018-01-01,2009-01-01,Not Seasonally Adjusted,"Population Estimate, Total, Not Hispanic or Latino, Two or More Races (5-year estimate)",Persons,27433
Annual,B03002010E004007,2018-01-01,2009-01-01,Not Seasonally Adjusted,"Population Estimate, Total, Not Hispanic or Latino, Two or More Races, Two Races Including Some Other Race (5-year estimate)",Persons,27433
Annual,B03002011E004007,2018-01-01,2009-01-01,Not Seasonally Adjusted,"Population Estimate, Total, Not Hispanic or Latino, Two or More Races, Two Races Excluding Some Other Race, and Three or More Races (5-year estimate)",Persons,27433
Annual,B03002012E004007,2018-01-01,2009-01-01,Not Seasonally Adjusted,"Population Estimate, Total, Hispanic or Latino (5-year estimate)",Persons,27433
Annual,B03002013E004007,2018-01-01,2009-01-01,Not Seasonally Adjusted,"Population Estimate, Total, Hispanic or Latino, White Alone (5-year estimate)",Persons,27433
Annual,B03002014E004007,2018-01-01,2009-01-01,Not Seasonally Adjusted,"Population Estimate, Total, Hispanic or Latino, Black or African American Alone (5-year estimate)",Persons,27433
Annual,B03002015E004007,2018-01-01,2009-01-01,Not Seasonally Adjusted,"Population Estimate, Total, Hispanic or Latino, American Indian and Alaska Native Alone (5-year estimate)",Persons,27433
Annual,B03002016E004007,2018-01-01,2009-01-01,Not Seasonally Adjusted,"Population Estimate, Total, Hispanic or Latino, Asian Alone (5-year estimate)",Persons,27433
Annual,B03002017E004007,2018-01-01,2009-01-01,Not Seasonally Adjusted,"Population Estimate, Total, Hispanic or Latino, Native Hawaiian and Other Pacific Islander Alone (5-year estimate)",Persons,27433
Annual,B03002018E004007,2018-01-01,2009-01-01,Not Seasonally Adjusted,"Population Estimate, Total, Hispanic or Latino, Some Other Race Alone (5-year estimate)",Persons,27433
Annual,B03002019E004007,2018-01-01,2009-01-01,Not Seasonally Adjusted,"Population Estimate, Total, Hispanic or Latino, Two or More Races (5-year estimate)",Persons,27433
Annual,B03002020E004007,2018-01-01,2009-01-01,Not Seasonally Adjusted,"Population Estimate, Total, Hispanic or Latino, Two or More Races, Two Races Including Some Other Race (5-year estimate)",Persons,27433
Annual,B03002021E004007,2018-01-01,2009-01-01,Not Seasonally Adjusted,"Population Estimate, Total, Hispanic or Latino, Two or More Races, Two Races Excluding Some Other Race, and Three or More Races (5-year estimate)",Persons,27433
Annual,B080ACS004007,2018-01-01,2009-01-01,Not Seasonally Adjusted,Mean Commuting Time for Workers (5-year estimate),Minutes,27433
Annual,B14005DCYACS004007,2018-01-01,2009-01-01,Not Seasonally Adjusted,"Disconnected Youth (5-year estimate) for Gila County, A",Percent,27433
Annual,BPPRIV004007,2018-01-01,1990-01-01,Not Seasonally Adjusted,"New Private Housing Structures Authorized by Building Permits for Gila County, A",Units,27433
Annual,CBR04007AZA647NCEN,2017-01-01,1989-01-01,Not Seasonally Adjusted,SNAP Benefits Recipients,Persons,27433
Annual,CDC20N2U004007,2017-01-01,1999-01-01,Not Seasonally Adjusted,"Premature Death Rate for Gila County, A","Rate per 100,000",27433
Annual,CDC20N2UAA004007,2017-01-01,1999-01-01,Not Seasonally Adjusted,"Age-Adjusted Premature Death Rate for Gila County, A","Rate per 100,000",27433
Annual,DMPCRATE004007,2015-01-01,2008-01-01,Not Seasonally Adjusted,Rate of Preventable Hospital Admissions,Rate,27433
Annual,DP04ACS004007,2018-01-01,2010-01-01,Not Seasonally Adjusted,Burdened Households,Percent,27433
Quarterly,ENU0400720510,2019-07-01,1990-01-01,Not Seasonally Adjusted,Number of Private Establishments for All Industries,Establishments,27433
Quarterly,EQFXSUBPRIME004007,2019-10-01,1999-01-01,Not Seasonally Adjusted,"Equifax Subprime Credit Population for Gila County, A",Percent,27433
Annual,FBITC004007,2018-01-01,2004-01-01,Not Seasonally Adjusted,Combined Violent and Property Crime Incidents Known to Law Enforcement,Known Incidents,27433
Annual,GDPALL04007,2018-01-01,2001-01-01,Not Seasonally Adjusted,Gross Domestic Product: All Industries,Thousands of U.S. Dollars,27433
Annual,GDPGOODS04007,2016-01-01,2001-01-01,Not Seasonally Adjusted,Gross Domestic Product: Private Goods-Producing Industries,Thousands of U.S. Dollars,27433
Annual,GDPGOVT04007,2018-01-01,2001-01-01,Not Seasonally Adjusted,Gross Domestic Product: Government and Government Enterprises,Thousands of U.S. Dollars,27433
Annual,GDPSERV04007,2016-01-01,2001-01-01,Not Seasonally Adjusted,Gross Domestic Product: Private Services-Providing Industries,Thousands of U.S. Dollars,27433
Annual,HC01ESTVC1604007,2018-01-01,2010-01-01,Not Seasonally Adjusted,High School Graduate or Higher (5-year estimate),Percent,27433
Annual,HC01ESTVC1704007,2018-01-01,2010-01-01,Not Seasonally Adjusted,Bachelor's Degree or Higher (5-year estimate),Percent,27433
Annual,HOWNRATEACS004007,2018-01-01,2009-01-01,Not Seasonally Adjusted,"Homeownership Rate (5-year estimate) for Gila County, A",Rate,27433
Annual,LAUCN040070000000003A,2018-01-01,1990-01-01,Not Seasonally Adjusted,Unemployment Rate,Percent,27433
Monthly,LAUCN040070000000004,2020-02-01,1990-01-01,Not Seasonally Adjusted,Unemployed Persons,Persons,27433
Annual,LAUCN040070000000004A,2018-01-01,1990-01-01,Not Seasonally Adjusted,Unemployed Persons,Persons,27433
Monthly,LAUCN040070000000005,2020-02-01,1990-01-01,Not Seasonally Adjusted,Employed Persons,Persons,27433
Annual,LAUCN040070000000005A,2018-01-01,1990-01-01,Not Seasonally Adjusted,Employed Persons,Persons,27433
Annual,LAUCN040070000000006A,2018-01-01,1990-01-01,Not Seasonally Adjusted,Civilian Labor Force,Persons,27433
Monthly,MEDDAYONMAR4007,2020-03-01,2016-07-01,Not Seasonally Adjusted,Housing Inventory: Median Days on Market,Level,27433
Monthly,MEDDAYONMARMM4007,2020-03-01,2017-07-01,Not Seasonally Adjusted,Housing Inventory: Median Days on Market Month-Over-Month,Percent,27433
Monthly,MEDDAYONMARYY4007,2020-03-01,2017-07-01,Not Seasonally Adjusted,Housing Inventory: Median Days on Market Year-Over-Year,Percent,27433
Monthly,MEDLISPRI4007,2020-03-01,2016-07-01,Not Seasonally Adjusted,Housing Inventory: Median Listing Price,U.S. Dollars,27433
Monthly,MEDLISPRIMM4007,2020-03-01,2017-07-01,Not Seasonally Adjusted,Housing Inventory: Median Listing Price Month-Over-Month,Percent,27433
Monthly,MEDLISPRIPERSQUFEE4007,2020-03-01,2016-07-01,Not Seasonally Adjusted,Housing Inventory: Median Listing Price per Square Feet,U.S. Dollars,27433
Monthly,MEDLISPRIPERSQUFEEMM4007,2020-03-01,2017-07-01,Not Seasonally Adjusted,Housing Inventory: Median Listing Price per Square Feet Month-Over-Month,Percent,27433
Monthly,MEDLISPRIPERSQUFEEYY4007,2020-03-01,2017-07-01,Not Seasonally Adjusted,Housing Inventory: Median Listing Price per Square Feet Year-Over-Year,Percent,27433
Monthly,MEDLISPRIYY4007,2020-03-01,2017-07-01,Not Seasonally Adjusted,Housing Inventory: Median Listing Price Year-Over-Year,Percent,27433
Monthly,MEDSQUFEE4007,2020-03-01,2016-07-01,Not Seasonally Adjusted,Housing Inventory: Median Home Size in Square Feet,Level,27433
Monthly,MEDSQUFEEMM4007,2020-03-01,2017-07-01,Not Seasonally Adjusted,Housing Inventory: Median Home Size in Square Feet Month-Over-Month,Percent,27433
Monthly,MEDSQUFEEYY4007,2020-03-01,2017-07-01,Not Seasonally Adjusted,Housing Inventory: Median Home Size in Square Feet Year-Over-Year,Percent,27433
Annual,MHIAZ04007A052NCEN,2018-01-01,1989-01-01,Not Seasonally Adjusted,"Estimate of Median Household Income for Gila County, A",Dollars,27433
Annual,MHICILBAZ04007A052NCEN,2018-01-01,1989-01-01,Not Seasonally Adjusted,"90% Confidence Interval Lower Bound of Estimate of Median Household Income for Gila County, A",Dollars,27433
Annual,MHICIUBAZ04007A052NCEN,2018-01-01,1989-01-01,Not Seasonally Adjusted,"90% Confidence Interval Upper Bound of Estimate of Median Household Income for Gila County, A",Dollars,27433
Annual,NETMIGNACS004007,2017-01-01,2009-01-01,Not Seasonally Adjusted,"Net County-to-County Migration Flow (5-year estimate) for Gila County, A",Persons,27433
Monthly,NEWLISCOU4007,2020-03-01,2016-07-01,Not Seasonally Adjusted,Housing Inventory: New Listing Count,U.S. Dollars,27433
Monthly,NEWLISCOUMM4007,2020-03-01,2017-07-01,Not Seasonally Adjusted,Housing Inventory: New Listing Count Month-Over-Month,Percent,27433
Monthly,NEWLISCOUYY4007,2020-03-01,2017-07-01,Not Seasonally Adjusted,Housing Inventory: New Listing Count Year-Over-Year,Percent,27433
Annual,PCPI04007,2018-01-01,1969-01-01,Not Seasonally Adjusted,Per Capita Personal Income,Dollars,27433
Annual,PE5T17AZ04007A647NCEN,2018-01-01,1989-01-01,Not Seasonally Adjusted,"Estimate of Related Children Age 5-17 in Families in Poverty for Gila County, A",Persons,27433
Annual,PEAAAZ04007A647NCEN,2018-01-01,1989-01-01,Not Seasonally Adjusted,Estimate of People of All Ages in Poverty,Persons,27433
Annual,PECILB5T17AZ04007A647NCEN,2018-01-01,1989-01-01,Not Seasonally Adjusted,"90% Confidence Interval Lower Bound of Estimate of Related Children Age 5-17 in Families in Poverty for Gila County, A",Persons,27433
Annual,PECILBAAAZ04007A647NCEN,2018-01-01,1989-01-01,Not Seasonally Adjusted,"90% Confidence Interval Lower Bound of Estimate of People of All Ages in Poverty for Gila County, A",Persons,27433
Annual,PECILBU18AZ04007A647NCEN,2018-01-01,1989-01-01,Not Seasonally Adjusted,"90% Confidence Interval Lower Bound of Estimate of People Age 0-17 in Poverty for Gila County, A",Persons,27433
Annual,PECIUB5T17AZ04007A647NCEN,2018-01-01,1989-01-01,Not Seasonally Adjusted,"90% Confidence Interval Upper Bound of Estimate of Related Children Age 5-17 in Families in Poverty for Gila County, A",Persons,27433
Annual,PECIUBAAAZ04007A647NCEN,2018-01-01,1989-01-01,Not Seasonally Adjusted,"90% Confidence Interval Upper Bound of Estimate of People of All Ages in Poverty for Gila County, A",Persons,27433
Annual,PECIUBU18AZ04007A647NCEN,2018-01-01,1989-01-01,Not Seasonally Adjusted,"90% Confidence Interval Upper Bound of Estimate of People Age 0-17 in Poverty for Gila County, A",Persons,27433
Monthly,PENLISCOU4007,2020-03-01,2016-07-01,Not Seasonally Adjusted,Housing Inventory: Pending Listing Count,Level,27433
Monthly,PENLISCOUMM4007,2020-03-01,2017-07-01,Not Seasonally Adjusted,Housing Inventory: Pending Listing Count Month-Over-Month,Percent,27433
Monthly,PENLISCOUYY4007,2020-03-01,2017-07-01,Not Seasonally Adjusted,Housing Inventory: Pending Listing Count Year-Over-Year,Percent,27433
Monthly,PENRAT4007,2020-03-01,2016-07-01,Not Seasonally Adjusted,Housing Inventory: Pending Ratio,Ratio,27433
Monthly,PENRATMM4007,2020-03-01,2017-07-01,Not Seasonally Adjusted,Housing Inventory: Pending Ratio Month-Over-Month,Ratio,27433
Monthly,PENRATYY4007,2020-03-01,2017-07-01,Not Seasonally Adjusted,Housing Inventory: Pending Ratio Year-Over-Year,Ratio,27433
Annual,PEU18AZ04007A647NCEN,2018-01-01,1989-01-01,Not Seasonally Adjusted,Estimate of People Age 0-17 in Poverty,Persons,27433
Annual,PI04007,2018-01-01,1969-01-01,Not Seasonally Adjusted,Personal Income,Thousands of Dollars,27433
Annual,PP5T17AZ04007A156NCEN,2018-01-01,1989-01-01,Not Seasonally Adjusted,"Estimated Percent of Related Children Age 5-17 in Families in Poverty for Gila County, A",Percent,27433
Annual,PPAAAZ04007A156NCEN,2018-01-01,1989-01-01,Not Seasonally Adjusted,"Estimated Percent of People of All Ages in Poverty for Gila County, A",Percent,27433
Annual,PPCILB5T17AZ04007A156NCEN,2018-01-01,1989-01-01,Not Seasonally Adjusted,"90% Confidence Interval Lower Bound of Estimate of Percent of Related Children Age 5-17 in Families in Poverty for Gila County, A",Percent,27433
Annual,PPCILBAAAZ04007A156NCEN,2018-01-01,1989-01-01,Not Seasonally Adjusted,"90% Confidence Interval Lower Bound of Estimate of Percent of People of All Ages in Poverty for Gila County, A",Percent,27433
Annual,PPCILBU18AZ04007A156NCEN,2018-01-01,1989-01-01,Not Seasonally Adjusted,"90% Confidence Interval Lower Bound of Estimate of Percent of People Age 0-17 in Poverty for Gila County, A",Percent,27433
Annual,PPCIUB5T17AZ04007A156NCEN,2018-01-01,1989-01-01,Not Seasonally Adjusted,"90% Confidence Interval Upper Bound of Estimate of Percent of Related Children Age 5-17 in Families in Poverty for Gila County, A",Percent,27433
Annual,PPCIUBAAAZ04007A156NCEN,2018-01-01,1989-01-01,Not Seasonally Adjusted,"90% Confidence Interval Upper Bound of Estimate of Percent of People of All Ages in Poverty for Gila County, A",Percent,27433
Annual,PPCIUBU18AZ04007A156NCEN,2018-01-01,1989-01-01,Not Seasonally Adjusted,"90% Confidence Interval Upper Bound of Estimate of Percent of People Age 0-17 in Poverty for Gila County, A",Percent,27433
Annual,PPU18AZ04007A156NCEN,2018-01-01,1989-01-01,Not Seasonally Adjusted,"Estimated Percent of People Age 0-17 in Poverty for Gila County, A",Percent,27433
Monthly,PRIINCCOU4007,2020-03-01,2016-07-01,Not Seasonally Adjusted,Housing Inventory: Price Increased Count,Level,27433
Monthly,PRIINCCOUMM4007,2020-02-01,2017-07-01,Not Seasonally Adjusted,Housing Inventory: Price Increased Count Month-Over-Month,Percent,27433
Monthly,PRIINCCOUYY4007,2019-11-01,2017-08-01,Not Seasonally Adjusted,Housing Inventory: Price Increased Count Year-Over-Year,Percent,27433
Monthly,PRIREDCOU4007,2020-03-01,2016-07-01,Not Seasonally Adjusted,Housing Inventory: Price Reduced Count,Level,27433
Monthly,PRIREDCOUMM4007,2020-03-01,2017-07-01,Not Seasonally Adjusted,Housing Inventory: Price Reduced Count Month-Over-Month,Percent,27433
Monthly,PRIREDCOUYY4007,2020-03-01,2017-07-01,Not Seasonally Adjusted,Housing Inventory: Price Reduced Count Year-Over-Year,Percent,27433
Annual,PUA0T17AZ04007A647NCEN,2018-01-01,1998-01-01,Not Seasonally Adjusted,"Poverty Universe, Age 0-17 for Gila County, A",Persons,27433
Annual,PUA5T17RAZ04007A647NCEN,2018-01-01,1998-01-01,Not Seasonally Adjusted,"Poverty Universe, Age 5-17 related for Gila County, A",Persons,27433
Annual,PUAAAZ04007A647NCEN,2018-01-01,1998-01-01,Not Seasonally Adjusted,"Poverty Universe, All Ages for Gila County, A",Persons,27433
Annual,RACEDISPARITY004007,2018-01-01,2009-01-01,Not Seasonally Adjusted,"White to Non-White Racial Dissimilarity Index for Gila County, A",Percent,27433
Annual,REALGDPALL04007,2018-01-01,2001-01-01,Not Seasonally Adjusted,Real Gross Domestic Product: All Industries,Thousands of Chained 2012 U.S. Dollars,27433
Annual,REALGDPGOODS04007,2016-01-01,2001-01-01,Not Seasonally Adjusted,Real Gross Domestic Product: Private Goods-Producing Industries,Thousands of Chained 2012 U.S. Dollars,27433
Annual,REALGDPGOVT04007,2018-01-01,2001-01-01,Not Seasonally Adjusted,Real Gross Domestic Product: Government and Government Enterprises,Thousands of Chained 2012 U.S. Dollars,27433
Annual,REALGDPSERV04007,2016-01-01,2001-01-01,Not Seasonally Adjusted,Real Gross Domestic Product: Private Services-Providing Industries,Thousands of Chained 2012 U.S. Dollars,27433
Annual,S1101SPHOUSE004007,2018-01-01,2009-01-01,Not Seasonally Adjusted,Single-parent Households with Children as a Percentage of Households with Children,Percent,27433
Annual,S1501ACSTOTAL004007,2018-01-01,2009-01-01,Not Seasonally Adjusted,People 25 Years and Over Who Have Completed an Associate's Degree or Higher (5-year estimate),Percent,27433
Annual,S1701ACS004007,2018-01-01,2012-01-01,Not Seasonally Adjusted,Percent of Population Below the Poverty Level,Percent,27433
Monthly,TOTLISCOU4007,2020-03-01,2016-07-01,Not Seasonally Adjusted,Housing Inventory: Total Listing Count,Level,27433
Monthly,TOTLISCOUMM4007,2020-03-01,2017-07-01,Not Seasonally Adjusted,Housing Inventory: Total Listing Count Month-Over-Month,Percent,27433
Monthly,TOTLISCOUYY4007,2020-03-01,2017-07-01,Not Seasonally Adjusted,Housing Inventory: Total Listing Count Year-Over-Year,Percent,27433
Monthly,USPTOISSUED004007,2019-07-01,2006-05-01,Not Seasonally Adjusted,New Patent Assignments,Patents,27433
Annual,2020RATIO004009,2018-01-01,2010-01-01,Not Seasonally Adjusted,Income Inequality,Ratio,27434
Annual,ATNHPIUS04009A,2018-01-01,1992-01-01,Not Seasonally Adjusted,"All-Transactions House Price Index for Graham County, A",Index 2000=100,27434
Monthly,AZGRAH9LFN,2020-02-01,1990-01-01,Not Seasonally Adjusted,Civilian Labor Force,Persons,27434
Annual,AZGRAH9POP,2019-01-01,1970-01-01,Not Seasonally Adjusted,Resident Population,Thousands of Persons,27434
Monthly,AZGRAH9URN,2020-02-01,1990-01-01,Not Seasonally Adjusted,Unemployment Rate,Percent,27434
Annual,B01002001E004009,2018-01-01,2009-01-01,Not Seasonally Adjusted,"Estimate, Median Age by Sex, Total Population (5-year estimate)",Years of Age,27434
Annual,B03002001E004009,2018-01-01,2009-01-01,Not Seasonally Adjusted,"Population Estimate, Total (5-year estimate)",Persons,27434
Annual,B03002002E004009,2018-01-01,2009-01-01,Not Seasonally Adjusted,"Population Estimate, Total, Not Hispanic or Latino (5-year estimate)",Persons,27434
Annual,B03002003E004009,2018-01-01,2009-01-01,Not Seasonally Adjusted,"Population Estimate, Total, Not Hispanic or Latino, White Alone (5-year estimate)",Persons,27434
Annual,B03002004E004009,2018-01-01,2009-01-01,Not Seasonally Adjusted,"Population Estimate, Total, Not Hispanic or Latino, Black or African American Alone (5-year estimate)",Persons,27434
Annual,B03002005E004009,2018-01-01,2009-01-01,Not Seasonally Adjusted,"Population Estimate, Total, Not Hispanic or Latino, American Indian and Alaska Native Alone (5-year estimate)",Persons,27434
Annual,B03002006E004009,2018-01-01,2009-01-01,Not Seasonally Adjusted,"Population Estimate, Total, Not Hispanic or Latino, Asian Alone (5-year estimate)",Persons,27434
Annual,B03002007E004009,2018-01-01,2009-01-01,Not Seasonally Adjusted,"Population Estimate, Total, Not Hispanic or Latino, Native Hawaiian and Other Pacific Islander Alone (5-year estimate)",Persons,27434
Annual,B03002008E004009,2018-01-01,2009-01-01,Not Seasonally Adjusted,"Population Estimate, Total, Not Hispanic or Latino, Some Other Race Alone (5-year estimate)",Persons,27434
Annual,B03002009E004009,2018-01-01,2009-01-01,Not Seasonally Adjusted,"Population Estimate, Total, Not Hispanic or Latino, Two or More Races (5-year estimate)",Persons,27434
Annual,B03002010E004009,2018-01-01,2009-01-01,Not Seasonally Adjusted,"Population Estimate, Total, Not Hispanic or Latino, Two or More Races, Two Races Including Some Other Race (5-year estimate)",Persons,27434
Annual,B03002011E004009,2018-01-01,2009-01-01,Not Seasonally Adjusted,"Population Estimate, Total, Not Hispanic or Latino, Two or More Races, Two Races Excluding Some Other Race, and Three or More Races (5-year estimate)",Persons,27434
Annual,B03002012E004009,2018-01-01,2009-01-01,Not Seasonally Adjusted,"Population Estimate, Total, Hispanic or Latino (5-year estimate)",Persons,27434
Annual,B03002013E004009,2018-01-01,2009-01-01,Not Seasonally Adjusted,"Population Estimate, Total, Hispanic or Latino, White Alone (5-year estimate)",Persons,27434
Annual,B03002014E004009,2018-01-01,2009-01-01,Not Seasonally Adjusted,"Population Estimate, Total, Hispanic or Latino, Black or African American Alone (5-year estimate)",Persons,27434
Annual,B03002015E004009,2018-01-01,2009-01-01,Not Seasonally Adjusted,"Population Estimate, Total, Hispanic or Latino, American Indian and Alaska Native Alone (5-year estimate)",Persons,27434
Annual,B03002016E004009,2018-01-01,2009-01-01,Not Seasonally Adjusted,"Population Estimate, Total, Hispanic or Latino, Asian Alone (5-year estimate)",Persons,27434
Annual,B03002017E004009,2018-01-01,2009-01-01,Not Seasonally Adjusted,"Population Estimate, Total, Hispanic or Latino, Native Hawaiian and Other Pacific Islander Alone (5-year estimate)",Persons,27434
Annual,B03002018E004009,2018-01-01,2009-01-01,Not Seasonally Adjusted,"Population Estimate, Total, Hispanic or Latino, Some Other Race Alone (5-year estimate)",Persons,27434
Annual,B03002019E004009,2018-01-01,2009-01-01,Not Seasonally Adjusted,"Population Estimate, Total, Hispanic or Latino, Two or More Races (5-year estimate)",Persons,27434
Annual,B03002020E004009,2018-01-01,2009-01-01,Not Seasonally Adjusted,"Population Estimate, Total, Hispanic or Latino, Two or More Races, Two Races Including Some Other Race (5-year estimate)",Persons,27434
Annual,B03002021E004009,2018-01-01,2009-01-01,Not Seasonally Adjusted,"Population Estimate, Total, Hispanic or Latino, Two or More Races, Two Races Excluding Some Other Race, and Three or More Races (5-year estimate)",Persons,27434
Annual,B080ACS004009,2018-01-01,2009-01-01,Not Seasonally Adjusted,Mean Commuting Time for Workers (5-year estimate),Minutes,27434
Annual,B14005DCYACS004009,2018-01-01,2009-01-01,Not Seasonally Adjusted,"Disconnected Youth (5-year estimate) for Graham County, A",Percent,27434
Annual,BPPRIV004009,2018-01-01,1990-01-01,Not Seasonally Adjusted,"New Private Housing Structures Authorized by Building Permits for Graham County, A",Units,27434
Annual,CBR04009AZA647NCEN,2017-01-01,1989-01-01,Not Seasonally Adjusted,SNAP Benefits Recipients,Persons,27434
Annual,CDC20N2U004009,2017-01-01,1999-01-01,Not Seasonally Adjusted,"Premature Death Rate for Graham County, A","Rate per 100,000",27434
Annual,CDC20N2UAA004009,2017-01-01,1999-01-01,Not Seasonally Adjusted,"Age-Adjusted Premature Death Rate for Graham County, A","Rate per 100,000",27434
Annual,DMPCRATE004009,2015-01-01,2008-01-01,Not Seasonally Adjusted,Rate of Preventable Hospital Admissions,Rate,27434
Annual,DP04ACS004009,2018-01-01,2010-01-01,Not Seasonally Adjusted,Burdened Households,Percent,27434
Quarterly,ENU0400920510,2019-07-01,1990-01-01,Not Seasonally Adjusted,Number of Private Establishments for All Industries,Establishments,27434
Quarterly,EQFXSUBPRIME004009,2019-10-01,1999-01-01,Not Seasonally Adjusted,"Equifax Subprime Credit Population for Graham County, A",Percent,27434
Annual,FBITC004009,2018-01-01,2006-01-01,Not Seasonally Adjusted,Combined Violent and Property Crime Incidents Known to Law Enforcement,Known Incidents,27434
Annual,GDPALL04009,2018-01-01,2001-01-01,Not Seasonally Adjusted,Gross Domestic Product: All Industries,Thousands of U.S. Dollars,27434
Annual,GDPGOODS04009,2017-01-01,2002-01-01,Not Seasonally Adjusted,Gross Domestic Product: Private Goods-Producing Industries,Thousands of U.S. Dollars,27434
Annual,GDPGOVT04009,2018-01-01,2001-01-01,Not Seasonally Adjusted,Gross Domestic Product: Government and Government Enterprises,Thousands of U.S. Dollars,27434
Annual,GDPSERV04009,2017-01-01,2002-01-01,Not Seasonally Adjusted,Gross Domestic Product: Private Services-Providing Industries,Thousands of U.S. Dollars,27434
Annual,HC01ESTVC1604009,2018-01-01,2010-01-01,Not Seasonally Adjusted,High School Graduate or Higher (5-year estimate),Percent,27434
Annual,HC01ESTVC1704009,2018-01-01,2010-01-01,Not Seasonally Adjusted,Bachelor's Degree or Higher (5-year estimate),Percent,27434
Annual,HOWNRATEACS004009,2018-01-01,2009-01-01,Not Seasonally Adjusted,"Homeownership Rate (5-year estimate) for Graham County, A",Rate,27434
Annual,LAUCN040090000000003A,2018-01-01,1990-01-01,Not Seasonally Adjusted,Unemployment Rate,Percent,27434
Monthly,LAUCN040090000000004,2020-02-01,1990-01-01,Not Seasonally Adjusted,Unemployed Persons,Persons,27434
Annual,LAUCN040090000000004A,2018-01-01,1990-01-01,Not Seasonally Adjusted,Unemployed Persons,Persons,27434
Monthly,LAUCN040090000000005,2020-02-01,1990-01-01,Not Seasonally Adjusted,Employed Persons,Persons,27434
Annual,LAUCN040090000000005A,2018-01-01,1990-01-01,Not Seasonally Adjusted,Employed Persons,Persons,27434
Annual,LAUCN040090000000006A,2018-01-01,1990-01-01,Not Seasonally Adjusted,Civilian Labor Force,Persons,27434
Annual,MHIAZ04009A052NCEN,2018-01-01,1989-01-01,Not Seasonally Adjusted,"Estimate of Median Household Income for Graham County, A",Dollars,27434
Annual,MHICILBAZ04009A052NCEN,2018-01-01,1989-01-01,Not Seasonally Adjusted,"90% Confidence Interval Lower Bound of Estimate of Median Household Income for Graham County, A",Dollars,27434
Annual,MHICIUBAZ04009A052NCEN,2018-01-01,1989-01-01,Not Seasonally Adjusted,"90% Confidence Interval Upper Bound of Estimate of Median Household Income for Graham County, A",Dollars,27434
Annual,NETMIGNACS004009,2017-01-01,2009-01-01,Not Seasonally Adjusted,"Net County-to-County Migration Flow (5-year estimate) for Graham County, A",Persons,27434
Annual,PCPI04009,2018-01-01,1969-01-01,Not Seasonally Adjusted,Per Capita Personal Income,Dollars,27434
Annual,PE5T17AZ04009A647NCEN,2018-01-01,1989-01-01,Not Seasonally Adjusted,"Estimate of Related Children Age 5-17 in Families in Poverty for Graham County, A",Persons,27434
Annual,PEAAAZ04009A647NCEN,2018-01-01,1989-01-01,Not Seasonally Adjusted,Estimate of People of All Ages in Poverty,Persons,27434
Annual,PECILB5T17AZ04009A647NCEN,2018-01-01,1989-01-01,Not Seasonally Adjusted,"90% Confidence Interval Lower Bound of Estimate of Related Children Age 5-17 in Families in Poverty for Graham County, A",Persons,27434
Annual,PECILBAAAZ04009A647NCEN,2018-01-01,1989-01-01,Not Seasonally Adjusted,"90% Confidence Interval Lower Bound of Estimate of People of All Ages in Poverty for Graham County, A",Persons,27434
Annual,PECILBU18AZ04009A647NCEN,2018-01-01,1989-01-01,Not Seasonally Adjusted,"90% Confidence Interval Lower Bound of Estimate of People Age 0-17 in Poverty for Graham County, A",Persons,27434
